Organoid	Drug_ID	Drug Name	Max_conc	IC50	BETA	AUC
P20	1072	BMS-708163	5	1.928669	0.803429	0.84625
P20	1072	BMS-708163	5	2.124308	0.914019	0.87625
P20	1072	BMS-708163	5	1.820622	0.422819	0.71125
P20	1073	5-Fluorouracil	20	4.236855	0.928271	0.985987
P20	1073	5-Fluorouracil	20	3.619799	0.936276	0.885
P20	1073	5-Fluorouracil	20	6.942322	0.939012	0.924875
P20	1073	5-Fluorouracil	20	3.66566	0.777636	0.8675
P20	1073	5-Fluorouracil	20	3.779646	0.785282	0.87375
P20	1073	5-Fluorouracil	20	2.763172	0.873858	0.81375
P20	1079	Dasatanib	0.5	1.932155	0.91781	0.964875
P20	1079	Dasatanib	0.5	2.336909	0.936795	0.975875
P20	1079	Dasatanib	0.5	1.076814	0.902165	0.937375
P20	1079	Dasatanib	0.5	3.454307	1.024256	0.993237
P20	1079	Dasatanib	0.5	2.539927	0.987863	0.982125
P20	1079	Dasatanib	0.5	2.676049	0.997076	0.983487
P20	1080	Paclitaxel	0.01	-0.82512	0.963079	0.988488
P20	1080	Paclitaxel	0.01	-1.68946	0.92328	0.993238
P20	1080	Paclitaxel	0.01	-0.450006	1.005877	0.972125
P20	1083	PF-02341066	1	4.131509	1.006121	0.994487
P20	1083	PF-02341066	1	3.569335	1.002017	0.993237
P20	1083	PF-02341066	1	4.485363	1.006952	0.984738
P20	1083	PF-02341066	1	2.24165	0.828351	0.944875
P20	1083	PF-02341066	1	1.100635	1.021732	0.953625
P20	1083	PF-02341066	1	2.219546	0.948719	0.919875
P20	1085	Sorafenib	4	1.701196	1.023977	0.8825
P20	1085	Sorafenib	4	2.050327	0.970649	0.892375
P20	1085	Sorafenib	4	1.772809	1.14433	0.8975
P20	1086	BI-2536	0.5	0.322346	0.648408	0.855
P20	1086	BI-2536	0.5	1.298488	0.552413	0.85625
P20	1086	BI-2536	0.5	-0.514333	0.729004	0.82
P20	1088	Irinotecan	5	5.417643	1.001582	0.985988
P20	1088	Irinotecan	5	3.874337	0.798483	0.9425
P20	1088	Irinotecan	5	5.505796	0.944016	0.991987
P20	1089	Oxaliplatin	20	6.547615	0.985337	0.994712
P20	1089	Oxaliplatin	20	6.640975	1.011856	0.988487
P20	1089	Oxaliplatin	20	7.615069	1.047636	0.984738
P20	1089	Oxaliplatin	20	6.708322	0.96989	0.982125
P20	1089	Oxaliplatin	20	6.427836	0.927599	0.993237
P20	1089	Oxaliplatin	20	7.288458	1.012916	0.985988
P20	1091	BMS-536924	4	1.613845	0.915736	0.83125
P20	1091	BMS-536924	4	1.031725	1.072113	0.865
P20	1091	BMS-536924	4	1.251221	0.885274	0.83125
P20	1114	Cetuximab	32.9	7.150139	0.940417	0.984625
P20	1114	Cetuximab	32.9	4.240966	0.824322	0.954875
P20	1114	Cetuximab	32.9	5.885575	0.887262	0.8825
P20	1114	Cetuximab	32.9	3.993103	0.757959	0.86875
P20	1114	Cetuximab	32.9	4.285107	0.747949	0.85
P20	1114	Cetuximab	32.9	3.842731	0.895844	0.86375
P20	1116	AKT inhibitor VIII	5	4.332191	0.818102	0.971125
P20	1116	AKT inhibitor VIII	5	4.531973	0.888391	0.969875
P20	1116	AKT inhibitor VIII	5	4.929121	0.836622	0.956125
P20	1129	PF-4708671	10	1.371511	1.328637	0.77875
P20	1129	PF-4708671	10	1.423236	1.214122	0.73625
P20	1129	PF-4708671	10	1.113045	1.042532	0.781125
P20	1129	PF-4708671	10	0.336981	1.111604	0.824875
P20	1129	PF-4708671	10	2.159449	1.168248	0.72625
P20	1129	PF-4708671	10	1.073127	1.050526	0.63125
P20	1133	JNJ-26854165	10	3.610143	1.001529	0.912375
P20	1133	JNJ-26854165	10	2.795367	0.911285	0.8575
P20	1133	JNJ-26854165	10	3.490257	0.907047	0.89625
P20	1134	LY317615	10	4.380408	1.129563	0.944875
P20	1134	LY317615	10	4.097002	1.109298	0.955875
P20	1134	LY317615	10	4.111801	1.104908	0.964625
P20	1150	Embelin	10	5.533376	1.011256	0.952375
P20	1150	Embelin	10	4.19075	1.026981	0.969625
P20	1150	Embelin	10	4.813171	1.011054	0.983487
P20	1190	Gemcitibine	10	3.497675	0.764428	0.89125
P20	1190	Gemcitibine	10	3.071087	0.776361	0.81125
P20	1190	Gemcitibine	10	2.643472	0.681723	0.875
P20	1191	Bortezomib	0.02	-0.582355	1.045492	0.972125
P20	1191	Bortezomib	0.02	-1.216895	1.020582	0.984738
P20	1191	Bortezomib	0.02	-0.94458	1.040772	0.982237
P20	1192	GSK269962A	5	2.258504	0.889678	0.8875
P20	1192	GSK269962A	5	1.912609	0.817601	0.85375
P20	1192	GSK269962A	5	1.644542	1.062857	0.86125
P20	1194	SB-505124	10	3.357945	0.898704	0.91375
P20	1194	SB-505124	10	3.457927	0.973138	0.963625
P20	1194	SB-505124	10	4.798715	0.956964	0.923625
P20	1194	SB-505124	10	4.563078	0.878924	0.951125
P20	1194	SB-505124	10	3.86492	0.90097	0.973375
P20	1194	SB-505124	10	5.374678	0.910226	0.931125
P20	1200	Fulvestrant	1	4.171691	0.992896	0.993237
P20	1200	Fulvestrant	1	3.234568	0.894627	0.977125
P20	1200	Fulvestrant	1	3.352345	0.971008	0.983375
P20	1218	JQ1	1	0.439035	0.88006	0.806125
P20	1218	JQ1	1	-0.756812	1.242838	0.77625
P20	1218	JQ1	1	-0.895041	1.243164	0.8725
P20	1218	JQ1	1	-1.690219	0.996427	0.6325
P20	1218	JQ1	1	-1.490924	0.887996	0.66375
P20	1218	JQ1	1	-1.899466	0.956014	0.68125
P20	1239	YK 4-279	10	3.36073	0.762995	0.862375
P20	1239	YK 4-279	10	2.212123	1.121155	0.88625
P20	1239	YK 4-279	10	2.945923	0.840872	0.87875
P20	1241	CHIR-99021	10	1.656668	0.800586	0.65375
P20	1241	CHIR-99021	10	0.739489	0.735717	0.65375
P20	1241	CHIR-99021	10	0.841208	0.663319	0.7425
P20	1241	CHIR-99021	10	2.191309	1.17312	0.827375
P20	1241	CHIR-99021	10	1.531176	0.972973	0.725
P20	1241	CHIR-99021	10	1.098574	0.980821	0.77875
P20	1242	(5Z)-7-Oxozeaenol	10	5.943613	1.036668	0.946125
P20	1242	(5Z)-7-Oxozeaenol	10	3.779981	1.063675	0.990738
P20	1242	(5Z)-7-Oxozeaenol	10	3.994217	0.963164	0.908625
P20	1242	(5Z)-7-Oxozeaenol	10	3.427059	1.080422	0.77
P20	1242	(5Z)-7-Oxozeaenol	10	1.920636	0.859256	0.892375
P20	1242	(5Z)-7-Oxozeaenol	10	2.303359	0.601779	0.80375
P20	1248	FK866	1	4.291501	1.05255	0.994712
P20	1248	FK866	1	4.254457	1.013499	0.983375
P20	1248	FK866	1	3.449064	0.958705	0.993237
P20	1249	BMS-345541	10	5.063822	1.019667	0.975875
P20	1249	BMS-345541	10	3.261535	0.986777	0.948625
P20	1249	BMS-345541	10	4.250495	1.020262	0.913625
P20	1250	AZ960	10	2.951081	0.749722	0.8625
P20	1250	AZ960	10	2.897453	0.808803	0.87
P20	1250	AZ960	10	2.015383	0.762609	0.7875
P20	1259	BMN-673	10	6.277724	0.939245	0.979625
P20	1259	BMN-673	10	5.773765	0.893574	0.988488
P20	1259	BMN-673	10	6.249614	0.992676	0.991987
P20	1263	UNC0642	0.5	3.130187	0.982644	0.991987
P20	1263	UNC0642	0.5	2.972678	0.885724	0.983375
P20	1263	UNC0642	0.5	1.835619	0.851902	0.954875
P20	1264	SGC0946	0.5	3.087229	0.945599	0.994712
P20	1264	SGC0946	0.5	3.898196	1.033421	0.993238
P20	1264	SGC0946	0.5	3.500576	0.992025	0.985875
P20	1268	XAV 939	5	5.984993	1.016637	0.994712
P20	1268	XAV 939	5	5.920168	1.057882	0.957375
P20	1268	XAV 939	5	4.313094	0.843657	0.994488
P20	1268	XAV 939	5	5.828427	1.004594	0.988488
P20	1268	XAV 939	5	5.400044	0.948565	0.993237
P20	1268	XAV 939	5	5.376136	0.962838	0.988488
P20	1372	GSK1120212/Tramatenib	1	-3.840743	0.745574	0.49625
P20	1372	GSK1120212/Tramatenib	1	-2.852157	0.495935	0.3825
P20	1372	GSK1120212/Tramatenib	1	-2.067516	0.740079	0.565
P20	1372	GSK1120212/Tramatenib	1	-1.848067	0.575589	0.60125
P20	1372	GSK1120212/Tramatenib	1	-1.838846	0.510535	0.5875
P20	1372	GSK1120212/Tramatenib	1	-2.16929	0.57815	0.56625
P20	1372	GSK1120212/Tramatenib	1	-4.822263	0.605699	0.1825
P20	1372	GSK1120212/Tramatenib	1	-7.244759	0.512138	0.27625
P20	1372	GSK1120212/Tramatenib	1	-5.306936	0.542464	0.29375
P20	1373	GSK2118436/Dabrafenib	10	6.09066	0.950761	0.991987
P20	1373	GSK2118436/Dabrafenib	10	3.682188	0.771675	0.905
P20	1373	GSK2118436/Dabrafenib	10	6.230478	0.963192	0.984738
P20	1373	GSK2118436/Dabrafenib	10	5.675898	0.917824	0.865
P20	1373	GSK2118436/Dabrafenib	10	4.980604	0.928999	0.978375
P20	1373	GSK2118436/Dabrafenib	10	2.756712	0.838095	0.982125
P20	1375	Temozolomide	30	7.436411	1.007501	0.993238
P20	1375	Temozolomide	30	7.604575	1.031879	0.994712
P20	1375	Temozolomide	30	8.183916	1.040216	0.993237
P20	1504	PF-562271	10	2.547647	1.006964	0.933625
P20	1504	PF-562271	10	2.401852	1.125306	0.87125
P20	1504	PF-562271	10	3.747476	0.952463	0.862375
P20	1506	PAC-1	10	5.331256	1.040817	0.871125
P20	1506	PAC-1	10	3.51262	1.145706	0.915
P20	1506	PAC-1	10	3.738805	0.927299	0.983487
P20	1507	INCB-18424/Ruxolitinib	10	6.105124	0.986424	0.985987
P20	1507	INCB-18424/Ruxolitinib	10	5.953897	0.988492	0.988488
P20	1507	INCB-18424/Ruxolitinib	10	5.648585	1.002574	0.983487
P20	1510	OSI-906	2.5	2.590762	0.941764	0.91375
P20	1510	OSI-906	2.5	2.070812	0.889139	0.88
P20	1510	OSI-906	2.5	1.654915	0.81355	0.942375
P20	1549	AZD8931	5	1.059045	0.425332	0.65375
P20	1549	AZD8931	5	1.420488	0.558537	0.66875
P20	1549	AZD8931	5	0.693894	0.508637	0.8025
P20	1549	AZD8931	5	-3.947739	0.525589	0.29125
P20	1549	AZD8931	5	-6.069539	0.395511	0.27125
P20	1549	AZD8931	5	-3.705774	0.53773	0.22875
P20	1560	BYL719	5	1.823278	0.763126	0.88375
P20	1560	BYL719	5	3.391789	0.630273	0.9175
P20	1560	BYL719	5	3.419991	0.734692	0.83
P20	1564	SCH772984	5	5.863604	0.995056	0.993238
P20	1564	SCH772984	5	4.277479	0.906649	0.964875
P20	1564	SCH772984	5	4.112848	0.985216	0.969625
P23	1001	AICAR	100	3.967881	1.158158	0.7975
P23	1001	AICAR	100	3.893335	1.000855	0.79125
P23	1003	Camptothecin	0.1	1.243905	0.976879	0.984737
P23	1003	Camptothecin	0.1	1.818713	0.967104	0.991987
P23	1005	Cisplatin	6	0.664235	0.785434	0.67
P23	1005	Cisplatin	6	0.192697	0.916251	0.7075
P23	1007	Docetaxel	0.0125	-2.730764	0.967208	0.943625
P23	1007	Docetaxel	0.0125	-0.998535	0.969494	0.983375
P23	1010	Gefitinib	0.5	0.974649	1.04473	0.939875
P23	1010	Gefitinib	0.5	0.631304	1.127108	0.934875
P23	1011	ABT-263	2	5.052547	1.013208	0.993238
P23	1011	ABT-263	2	5.43101	1.040543	0.994712
P23	1012	Vorinostat	10	2.215021	0.988266	0.79875
P23	1012	Vorinostat	10	1.849972	0.90138	0.84625
P23	1013	Nilotinib	2	4.133512	0.90539	0.979625
P23	1013	Nilotinib	2	4.970387	0.979582	0.993237
P23	1017	AZD-2281	5	5.711972	1.004598	0.993238
P23	1017	AZD-2281	5	5.637066	0.991807	0.991988
P23	1020	Lenalidomide	5	5.546365	0.971967	0.988488
P23	1020	Lenalidomide	5	6.14531	1.014666	0.994712
P23	1021	Axitinib	2	2.077948	0.984046	0.937375
P23	1021	Axitinib	2	5.063546	0.978348	0.993237
P23	1023	GW 441756	2	5.129277	1.050604	0.983375
P23	1023	GW 441756	2	4.225485	0.946446	0.994712
P23	1024	CEP-701	2	-0.024544	1.022172	0.7925
P23	1024	CEP-701	2	-0.102061	0.897934	0.76625
P23	1025	SB 216763	10	4.15045	0.836615	0.9375
P23	1025	SB 216763	10	4.920185	0.946803	0.969625
P23	1026	17-AAG	1	3.235306	1.052148	0.972125
P23	1026	17-AAG	1	2.824	0.964427	0.984737
P23	1029	AMG-706	2	5.064753	0.996928	0.969875
P23	1029	AMG-706	2	3.70898	0.852095	0.993237
P23	1030	KU-55933	10	6.121154	0.968495	0.988487
P23	1030	KU-55933	10	6.962634	1.042841	0.994712
P23	1032	BIBW2992/Afatanib	0.5	0.814519	1.200352	0.81625
P23	1032	BIBW2992/Afatanib	0.5	-1.282034	1.139897	0.933375
P23	1033	GDC-0449	10	4.43465	0.872217	0.983375
P23	1033	GDC-0449	10	5.851737	0.936287	0.951125
P23	1036	PLX4720	10	6.109639	0.954194	0.985987
P23	1036	PLX4720	10	6.025994	0.966709	0.985987
P23	1037	BX-795	5	1.601756	1.131486	0.893625
P23	1037	BX-795	5	1.957394	1.084122	0.866125
P23	1038	NU-7441	2	4.397166	0.98345	0.988488
P23	1038	NU-7441	2	5.096919	1.034699	0.994712
P23	1039	SL 0101-1	10	6.000206	0.958571	0.984625
P23	1039	SL 0101-1	10	6.351712	1.015276	0.993237
P23	1042	BIRB 0796	10	6.600058	1.034793	0.994488
P23	1042	BIRB 0796	10	6.459243	1.039507	0.993237
P23	1043	JNK Inhibitor VIII	10	6.108487	0.992634	0.993237
P23	1043	JNK Inhibitor VIII	10	6.475263	0.991879	0.988487
P23	1046	681640	2	4.6014	0.964926	0.991988
P23	1046	681640	2	4.802152	0.958156	0.988487
P23	1047	Nutlin-3a	8	3.407376	1.046194	0.941125
P23	1047	Nutlin-3a	8	3.575134	0.966485	0.939875
P23	1048	Mirin	100	8.447076	0.986728	0.975875
P23	1048	Mirin	100	7.512333	0.932299	0.990737
P23	1049	PD-173074	2	4.596487	0.967477	0.988488
P23	1049	PD-173074	2	4.818851	1.019313	0.993237
P23	1050	ZM-447439	4	4.031243	0.912795	0.968625
P23	1050	ZM-447439	4	4.889785	0.954516	0.983375
P23	1051	MLN8237	2	-0.000491	0.725249	0.84125
P23	1051	MLN8237	2	1.536243	0.641414	0.74
P23	1052	RO-3306	5	5.471731	0.973018	0.988488
P23	1052	RO-3306	5	6.179274	1.029308	0.994712
P23	1053	MK-2206	4	6.070681	1.047741	0.991988
P23	1053	MK-2206	4	5.342166	0.98628	0.994712
P23	1054	PD-0332991	4	2.344854	0.869866	0.90375
P23	1054	PD-0332991	4	4.186387	0.884808	0.968625
P23	1055	PF477736	1	4.268798	1.016876	0.993238
P23	1055	PF477736	1	4.295646	1.017234	0.993237
P23	1057	NVP-BEZ235	0.25	-0.067809	1.081016	0.885
P23	1057	NVP-BEZ235	0.25	-0.992771	1.004943	0.923625
P23	1058	GDC0941	4	4.222124	0.890211	0.968625
P23	1058	GDC0941	4	2.834057	0.973215	0.941125
P23	1058	GDC0941	4	4.792058	0.953113	0.978375
P23	1058	GDC0941	4	4.654996	0.905906	0.983375
P23	1059	AZD8055	2	4.468425	1.019922	0.991988
P23	1059	AZD8055	2	1.725952	1.093819	0.931125
P23	1066	AZD6482	5	5.403867	1.009704	0.982125
P23	1066	AZD6482	5	4.999851	0.934217	0.990737
P23	1068	Obatoclax Mesylate	10	0.678954	1.095694	0.63
P23	1068	Obatoclax Mesylate	10	0.327555	1.39018	0.68
P23	1068	Obatoclax Mesylate	10	0.962502	1.091634	0.6375
P23	1068	Obatoclax Mesylate	10	0.59527	0.787129	0.7125
P23	1069	EHT 1864	10	3.416461	1.007449	0.927375
P23	1069	EHT 1864	10	3.686879	1.031587	0.939875
P23	1072	BMS-708163	5	4.409776	0.818629	0.958625
P23	1072	BMS-708163	5	5.005241	0.901208	0.978375
P23	1073	5-Fluorouracil	20	6.398693	0.953678	0.90625
P23	1073	5-Fluorouracil	20	4.474764	0.733033	0.983375
P23	1079	Dasatanib	0.5	2.676428	0.907997	0.979625
P23	1079	Dasatanib	0.5	1.781835	0.78417	0.94875
P23	1080	Paclitaxel	0.01	-1.640236	0.924407	0.993238
P23	1080	Paclitaxel	0.01	-0.61545	1.03628	0.975875
P23	1083	PF-02341066	1	4.369813	1.005225	0.971125
P23	1083	PF-02341066	1	3.161111	0.873188	0.993238
P23	1085	Sorafenib	4	3.685075	0.903703	0.956125
P23	1085	Sorafenib	4	3.484008	0.844619	0.944875
P23	1086	BI-2536	0.5	-1.143924	1.247241	0.76375
P23	1086	BI-2536	0.5	-1.6756	1.086119	0.839875
P23	1088	Irinotecan	5	3.486476	0.659936	0.90125
P23	1088	Irinotecan	5	2.11552	0.915691	0.88125
P23	1089	Oxaliplatin	20	6.608185	0.95388	0.984625
P23	1089	Oxaliplatin	20	7.712217	1.045419	0.994712
P23	1091	BMS-536924	4	5.22997	0.99878	0.968625
P23	1091	BMS-536924	4	4.241814	0.889502	0.990737
P23	1114	Cetuximab	32.9	3.615795	0.711437	0.81625
P23	1114	Cetuximab	32.9	5.269919	0.899764	0.944875
P23	1116	AKT inhibitor VIII	5	6.325058	1.055959	0.994712
P23	1116	AKT inhibitor VIII	5	6.166679	1.074176	0.994712
P23	1129	PF-4708671	10	2.700315	0.967747	0.932375
P23	1129	PF-4708671	10	3.854198	0.892201	0.87875
P23	1133	JNJ-26854165	10	3.803419	0.99725	0.991987
P23	1133	JNJ-26854165	10	6.227559	0.954285	0.938625
P23	1134	LY317615	10	3.971903	0.924538	0.956125
P23	1134	LY317615	10	4.507009	0.936472	0.939875
P23	1150	Embelin	10	6.607631	1.020675	0.993237
P23	1150	Embelin	10	6.404654	0.97921	0.993237
P23	1190	Gemcitibine	10	0.451715	0.911808	0.63125
P23	1190	Gemcitibine	10	1.170097	0.722336	0.69375
P23	1191	Bortezomib	0.02	-0.863187	1.061036	0.983488
P23	1191	Bortezomib	0.02	-1.37708	0.990818	0.969625
P23	1192	GSK269962A	5	4.290682	0.817294	0.956125
P23	1192	GSK269962A	5	2.515028	0.955073	0.912375
P23	1194	SB-505124	10	5.329094	0.868176	0.969875
P23	1194	SB-505124	10	5.652559	0.863286	0.974875
P23	1200	Fulvestrant	1	3.894252	0.921729	0.985875
P23	1200	Fulvestrant	1	3.530967	0.975514	0.984737
P23	1218	JQ1	1	0.814539	1.204428	0.889875
P23	1218	JQ1	1	0.771693	1.18762	0.887375
P23	1239	YK 4-279	10	1.051805	0.976998	0.7925
P23	1239	YK 4-279	10	1.818797	0.846457	0.73125
P23	1241	CHIR-99021	10	2.032405	0.842491	0.8125
P23	1241	CHIR-99021	10	3.885425	1.053371	0.949875
P23	1242	(5Z)-7-Oxozeaenol	10	4.229863	1.020039	0.938625
P23	1242	(5Z)-7-Oxozeaenol	10	3.593629	1.027572	0.948625
P23	1248	FK866	1	4.116073	0.979749	0.993238
P23	1248	FK866	1	3.574111	0.917491	0.983375
P23	1249	BMS-345541	10	4.988667	0.994097	0.977125
P23	1249	BMS-345541	10	5.486905	0.897813	0.972125
P23	1250	AZ960	10	6.737321	1.029486	0.982125
P23	1250	AZ960	10	5.37165	1.000462	0.994712
P23	1259	BMN-673	10	2.164107	1.005299	0.9125
P23	1259	BMN-673	10	3.777251	0.785747	0.84625
P23	1263	UNC0642	0.5	3.988408	1.058219	0.994712
P23	1263	UNC0642	0.5	3.967353	1.040223	0.994712
P23	1264	SGC0946	0.5	3.45108	0.99552	0.993238
P23	1264	SGC0946	0.5	3.132317	0.955003	0.985987
P23	1268	XAV 939	5	6.147705	1.022645	0.988488
P23	1268	XAV 939	5	5.421781	0.974067	0.994712
P23	1372	GSK1120212/Tramatenib	1	-1.004221	1.367118	0.8125
P23	1372	GSK1120212/Tramatenib	1	-0.414022	1.109825	0.782375
P23	1372	GSK1120212/Tramatenib	1	-0.765308	1.213547	0.79875
P23	1372	GSK1120212/Tramatenib	1	-0.276713	1.118267	0.82625
P23	1373	GSK2118436/Dabrafenib	10	1.665083	0.802688	0.76125
P23	1373	GSK2118436/Dabrafenib	10	6.249863	1.00184	0.993237
P23	1375	Temozolomide	30	7.566423	1.002529	0.993237
P23	1375	Temozolomide	30	7.985786	1.05525	0.994712
P23	1504	PF-562271	10	1.657139	0.86983	0.77875
P23	1504	PF-562271	10	1.585675	0.794984	0.76
P23	1506	PAC-1	10	5.584803	0.94907	0.970875
P23	1506	PAC-1	10	4.968674	0.959378	0.982125
P23	1507	INCB-18424/Ruxolitinib	10	5.943764	1.020256	0.988487
P23	1507	INCB-18424/Ruxolitinib	10	6.225616	0.998571	0.991988
P23	1510	OSI-906	2.5	5.379038	1.044969	0.993238
P23	1510	OSI-906	2.5	5.1199	1.006225	0.994712
P23	1549	AZD8931	5	-2.628521	0.48133	0.39875
P23	1549	AZD8931	5	-0.13112	0.562502	0.60875
P23	1560	BYL719	5	5.398106	0.981199	0.975875
P23	1560	BYL719	5	4.647098	0.912201	0.988488
P23	1564	SCH772984	5	5.546667	0.977097	0.991988
P23	1564	SCH772984	5	5.729293	0.987399	0.993237
P24a	1001	AICAR	100	3.726514	1.08801	0.775
P24a	1001	AICAR	100	5.657757	1.115185	0.874875
P24a	1001	AICAR	100	5.003843	1.162701	0.919875
P24a	1003	Camptothecin	0.1	-0.012611	0.838083	0.6625
P24a	1003	Camptothecin	0.1	1.205435	0.931794	0.944875
P24a	1003	Camptothecin	0.1	-2.614044	0.377765	0.983375
P24a	1005	Cisplatin	6	3.14278	0.936217	0.735
P24a	1005	Cisplatin	6	0.614902	1.01529	0.924875
P24a	1005	Cisplatin	6	1.135728	0.966548	0.78875
P24a	1007	Docetaxel	0.0125	-0.357405	1.001411	0.991988
P24a	1007	Docetaxel	0.0125	-0.366432	1.012921	0.993238
P24a	1007	Docetaxel	0.0125	-1.558026	0.973349	0.975875
P24a	1010	Gefitinib	0.5	3.014903	0.995093	0.990738
P24a	1010	Gefitinib	0.5	2.509742	0.89144	0.978375
P24a	1011	ABT-263	2	4.403598	0.925181	0.984625
P24a	1011	ABT-263	2	3.443667	0.903126	0.991987
P24a	1011	ABT-263	2	4.605971	1.001912	0.964875
P24a	1012	Vorinostat	10	3.288875	1.072725	0.745
P24a	1012	Vorinostat	10	1.687475	0.707511	0.85
P24a	1012	Vorinostat	10	2.289948	1.047837	0.919875
P24a	1013	Nilotinib	2	3.722602	0.900558	0.978375
P24a	1013	Nilotinib	2	4.941741	1.017473	0.993237
P24a	1013	Nilotinib	2	3.864144	0.93215	0.969875
P24a	1017	AZD-2281	5	3.431345	0.924716	0.943625
P24a	1017	AZD-2281	5	4.232471	0.905202	0.991988
P24a	1017	AZD-2281	5	5.401074	1.002778	0.961125
P24a	1020	Lenalidomide	5	5.340938	0.962171	0.985988
P24a	1020	Lenalidomide	5	5.406241	1.017925	0.994488
P24a	1020	Lenalidomide	5	5.958084	1.022808	0.991988
P24a	1021	Axitinib	2	2.894262	0.86463	0.949875
P24a	1021	Axitinib	2	3.096223	0.946471	0.959875
P24a	1021	Axitinib	2	2.867198	0.750529	0.92625
P24a	1023	GW 441756	2	2.594973	0.694868	0.90625
P24a	1023	GW 441756	2	3.78888	0.915476	0.977125
P24a	1023	GW 441756	2	2.612264	0.864169	0.941125
P24a	1024	CEP-701	2	1.863809	0.520287	0.8075
P24a	1024	CEP-701	2	3.666262	0.846178	0.855
P24a	1024	CEP-701	2	1.799421	0.63862	0.967375
P24a	1025	SB 216763	10	6.462573	1.050133	0.994488
P24a	1025	SB 216763	10	6.34425	0.995955	0.956125
P24a	1025	SB 216763	10	4.836631	0.895253	0.991988
P24a	1026	17-AAG	1	-0.052534	0.971037	0.912375
P24a	1026	17-AAG	1	1.275079	1.143232	0.8125
P24a	1026	17-AAG	1	-0.615057	1.198915	0.8475
P24a	1029	AMG-706	2	4.710113	1.001431	0.977125
P24a	1029	AMG-706	2	4.555625	1.016668	0.991987
P24a	1029	AMG-706	2	3.812804	0.950598	0.993238
P24a	1030	KU-55933	10	6.575647	1.041819	0.991988
P24a	1030	KU-55933	10	5.604137	0.887153	0.994487
P24a	1030	KU-55933	10	6.238642	1.005083	0.978375
P24a	1032	BIBW2992/Afatanib	0.5	3.511481	0.993494	0.993237
P24a	1032	BIBW2992/Afatanib	0.5	3.35918	1.012168	0.993237
P24a	1032	BIBW2992/Afatanib	0.5	3.647842	1.01261	0.993238
P24a	1033	GDC-0449	10	4.857258	0.914553	0.959875
P24a	1033	GDC-0449	10	6.050118	0.982126	0.988488
P24a	1036	PLX4720	10	5.275543	0.959537	0.982125
P24a	1036	PLX4720	10	5.588808	0.940441	0.977125
P24a	1037	BX-795	5	3.10602	0.865879	0.967375
P24a	1037	BX-795	5	3.990808	0.827432	0.92
P24a	1037	BX-795	5	4.334733	0.92627	0.944875
P24a	1038	NU-7441	2	4.735744	1.021674	0.994712
P24a	1038	NU-7441	2	5.080976	1.049079	0.993237
P24a	1038	NU-7441	2	3.250063	0.892228	0.957375
P24a	1039	SL 0101-1	10	0.622682	1.005583	0.7075
P24a	1039	SL 0101-1	10	1.091801	0.866146	0.66625
P24a	1039	SL 0101-1	10	2.149106	0.927681	0.83
P24a	1042	BIRB 0796	10	4.576705	0.870282	0.949875
P24a	1042	BIRB 0796	10	2.835266	0.619438	0.81
P24a	1042	BIRB 0796	10	3.012494	0.677178	0.7525
P24a	1043	JNK Inhibitor VIII	10	2.838279	0.605444	0.805
P24a	1043	JNK Inhibitor VIII	10	1.859712	0.451757	0.6875
P24a	1046	681640	2	4.006412	0.899045	0.978375
P24a	1046	681640	2	4.457831	0.963983	0.988487
P24a	1046	681640	2	3.467086	0.831788	0.961125
P24a	1047	Nutlin-3a	8	6.517987	1.038072	0.994712
P24a	1047	Nutlin-3a	8	6.609483	1.02993	0.993237
P24a	1047	Nutlin-3a	8	6.27762	1.002945	0.994712
P24a	1048	Mirin	100	7.69958	1.005406	0.980875
P24a	1048	Mirin	100	6.666751	1.027528	0.954875
P24a	1049	PD-173074	2	5.035153	1.021501	0.994487
P24a	1049	PD-173074	2	5.016414	1.032366	0.994487
P24a	1049	PD-173074	2	4.476596	1.011966	0.991988
P24a	1050	ZM-447439	4	5.683407	1.039374	0.994712
P24a	1050	ZM-447439	4	5.835113	1.038628	0.994712
P24a	1050	ZM-447439	4	5.384744	1.011755	0.993238
P24a	1051	MLN8237	2	4.85775	1.011428	0.984737
P24a	1051	MLN8237	2	4.365531	0.960114	0.993238
P24a	1052	RO-3306	5	3.811358	0.829262	0.982125
P24a	1052	RO-3306	5	4.27103	0.870204	0.961125
P24a	1052	RO-3306	5	5.051058	0.954887	0.943625
P24a	1053	MK-2206	4	1.911534	0.816274	0.8325
P24a	1053	MK-2206	4	5.294439	1.009706	0.865
P24a	1053	MK-2206	4	1.214698	0.954097	0.991988
P24a	1054	PD-0332991	4	5.594048	1.025325	0.993237
P24a	1054	PD-0332991	4	4.629985	0.968505	0.982125
P24a	1054	PD-0332991	4	5.514699	1.005355	0.994487
P24a	1055	PF477736	1	3.430958	0.97575	0.993237
P24a	1055	PF477736	1	3.898351	1.003954	0.983375
P24a	1057	NVP-BEZ235	0.25	-2.848158	1.289656	0.71375
P24a	1057	NVP-BEZ235	0.25	-2.094833	1.210894	0.795
P24a	1057	NVP-BEZ235	0.25	0.303473	1.007053	0.944875
P24a	1058	GDC0941	4	5.692155	1.047319	0.968375
P24a	1058	GDC0941	4	3.462457	0.964174	0.952375
P24a	1058	GDC0941	4	3.541279	1.11745	0.994712
P24a	1058	GDC0941	4	5.275151	1.027728	0.991987
P24a	1058	GDC0941	4	2.639281	1.067662	0.916125
